[Captain/0, Peasant/0, Hero/3, Hero/3, Hero/3, Hero/3, Queen/3] = 15 - [Hero/3, Soldier/1, Potter/1, Potter/1, Potter/1, Potter/1, Shaman/7] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6] = 30 - [Captain/2, Scribe/2, Scribe/2, Shaman/8, Shaman/8, Shaman/8] = 30
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6] = 30 - [Hero/3, Potter/0, Shaman/8, Shaman/8, Shaman/8, Queen/3] = 30
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6] = 30 - [Hero/3, Thief/0, Shaman/8, Shaman/8, Shaman/8, Queen/3] = 30
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6] = 30 - [Mage/0, Shaman/8, Shaman/8, Shaman/8, Queen/3, Queen/3] = 30
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/7] = 25 - [Traitor/1, Potter/1, Potter/1, Potter/1, Shaman/7, Shaman/7, Shaman/7] = 25
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/7] = 25 - [Traitor/1, Potter/1, Scribe/1, Scribe/1, Shaman/7, Shaman/7, Shaman/7] = 25
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Shaman/6] = 23 - [Traitor/1, Thief/-1, Thief/-1, Shaman/8, Shaman/8, Shaman/8] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Shaman/3, Shaman/3, Shaman/3] = 25 - [Hero/3, Shaman/11, Shaman/11] = 25
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 13 - [Traitor/1, Scribe/1, Shaman/11] = 13
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 14 - [Traitor/1, Potter/1, Scribe/2, Shaman/10] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1] = 15 - [Traitor/1, Peasant/2, Peasant/2, Scribe/1, Shaman/9] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 16 - [Traitor/1, Potter/1, Peasant/2, Peasant/2, Scribe/2, Shaman/8] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 16 - [Traitor/1, Potter/1, Scribe/2, Scribe/2, Scribe/2, Shaman/8] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 17 - [Traitor/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Scribe/1, Shaman/7] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 18 - [Hero/3, Potter/1, Scribe/2, Thief/0, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 18 - [Traitor/1, Potter/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Scribe/2, Shaman/6] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 18 - [Traitor/1, Potter/1, Peasant/2, Peasant/2, Scribe/2, Scribe/2, Scribe/2, Shaman/6] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 18 - [Traitor/1, Potter/1, Scribe/2, Scribe/2, Scribe/2, Scribe/2, Scribe/2, Shaman/6] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Mage/5] = 20 - [Traitor/1, Potter/1, Potter/1, Potter/1, Peasant/2, Scribe/2, Shaman/6, Shaman/6] = 20
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Mage/6, Potter/1] = 22 - [Hero/0, Shaman/7, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 22
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Mage/7, Thief/-1, Thief/-1] = 20 - [Hero/3, Thief/0, Shaman/8, Queen/3, Queen/3, Queen/3] = 20
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Mage/8, Scribe/1, Scribe/1, Shaman/5] = 30 - [Mage/0, Shaman/9, Shaman/9, Shaman/9, Queen/3] = 30
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/0, Peasant/0, Peasant/0, Queen/3] = 18 - [Traitor/1, Mage/4, Peasant/2, Peasant/2, Shaman/9] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Shaman/5, Shaman/5] = 29 - [Traitor/1, Traitor/1, Shaman/9, Shaman/9, Shaman/9] = 29
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2] = 19 - [Hero/3, Mage/6, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 19
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2] = 19 - [Traitor/1, Mage/6, Peasant/2, Peasant/2, Peasant/2, Thief/-1, Shaman/7] = 19
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Thief/-1] = 16 - [Hero/3, Hero/3, Peasant/2, Peasant/2, Thief/0, Queen/3, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2] = 17 - [Hero/0, Traitor/1, Potter/1, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2, Peasant/2] = 20 - [Traitor/1, Mage/5, Peasant/2, Peasant/2, Peasant/2, Shaman/8] = 20
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2] = 18 - [Hero/3, Hero/3, Peasant/0, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2] = 18 - [Hero/3, Hero/3, Potter/0, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1] = 17 - [Hero/3, Hero/3, Potter/1, Potter/1, Potter/1, Potter/1, Shaman/7] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Scribe/1] = 17 - [Hero/3, Hero/3, Peasant/2, Thief/0, Queen/3, Queen/3, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Scribe/1] = 17 - [Traitor/1, Mage/6, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1] = 16 - [Hero/3, Captain/2, Potter/0, Potter/0, Scribe/2, Queen/3, Queen/3, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1] = 16 - [Hero/3, Mage/7, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1] = 16 - [Traitor/1, Mage/7, Potter/1, Potter/1, Potter/1, Potter/1, Peasant/2, Scribe/2] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/0, Shaman/5, Shaman/5, Queen/3] = 28 - [Hero/0, Traitor/1, Shaman/9, Shaman/9, Shaman/9] = 28
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1, Thief/-1, Thief/-1] = 15 - [Captain/2, Traitor/1, Peasant/2, Scribe/1, Shaman/9] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1] = 17 - [Captain/2, Traitor/1, Peasant/2, Peasant/2, Peasant/2, Scribe/1, Shaman/7] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1] = 17 - [Hero/3, Hero/3, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Shaman/7] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Thief/-1] = 15 - [Hero/3, Captain/2, Scribe/1, Thief/0, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Thief/-1] = 15 - [Hero/3, Hero/3, Peasant/2, Scribe/1, Thief/0, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2] = 17 - [Hero/3, Hero/3, Potter/0, Scribe/2, Scribe/2, Scribe/2, Scribe/2, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2] = 17 - [Hero/3, Hero/3, Potter/1, Scribe/2, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2] = 17 - [Hero/3, Hero/3, Potter/1, Scribe/2, Scribe/2, Thief/0, Queen/3, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2] = 17 - [Hero/3, Hero/3, Scribe/2, Scribe/2, Scribe/2, Scribe/2, Thief/0, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6, Shaman/6] = 33 - [Captain/2, Mage/5, Peasant/2, Shaman/8, Shaman/8, Shaman/8] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6, Shaman/6] = 33 - [Hero/0, Traitor/1, Shaman/8, Shaman/8, Shaman/8, Shaman/8] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6, Shaman/6] = 33 - [Hero/3, Mage/5, Potter/1, Shaman/8, Shaman/8, Shaman/8] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/7, Shaman/7] = 29 - [Captain/2, Captain/2, Peasant/2, Peasant/2, Shaman/7, Shaman/7, Shaman/7] = 29
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/7, Shaman/7] = 29 - [Hero/3, Hero/3, Potter/1, Potter/1, Shaman/7, Shaman/7, Shaman/7] = 29
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/7, Shaman/7] = 29 - [Hero/3, Hero/3, Scribe/1, Scribe/1, Shaman/7, Shaman/7, Shaman/7] = 29
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1] = 12 - [Hero/3, Hero/3, Scribe/0, Scribe/0, Queen/3, Queen/3] = 12
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1] = 12 - [Traitor/1, Mage/5, Potter/1, Potter/1, Peasant/2, Scribe/2] = 12
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 13 - [Captain/2, Traitor/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 13
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 13 - [Hero/0, Traitor/1, Thief/0, Queen/3, Queen/3, Queen/3, Queen/3] = 13
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 14 - [Captain/2, Traitor/1, Potter/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 14 - [Captain/2, Traitor/1, Potter/1, Peasant/2, Peasant/2, Peasant/2, Scribe/2, Scribe/2] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 14 - [Captain/2, Traitor/1, Potter/1, Peasant/2, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 14 - [Hero/3, Captain/2, Thief/0, Thief/0, Thief/0, Queen/3, Queen/3, Queen/3] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 14 - [Hero/3, Hero/3, Peasant/2, Thief/0, Thief/0, Thief/0, Queen/3, Queen/3] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 14 - [Traitor/1, Mage/7, Peasant/2, Scribe/2, Scribe/2, Scribe/2, Thief/-1, Thief/-1] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Thief/0, Queen/3] = 18 - [Traitor/0, Mage/6, Scribe/0, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 15 - [Captain/2, Traitor/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Scribe/1, Scribe/1] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 15 - [Captain/2, Traitor/1, Peasant/2, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Shaman/5] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 15 - [Captain/2, Traitor/1, Potter/1, Potter/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 15 - [Traitor/1, Mage/8, Potter/1, Potter/1, Potter/1, Potter/1, Peasant/2, Scribe/1, Thief/-1] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Mage/6, Peasant/2, Scribe/1] = 21 - [Hero/3, Mage/6, Scribe/0, Queen/3, Queen/3, Queen/3, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Mage/6, Scribe/1, Thief/-1] = 18 - [Traitor/1, Mage/6, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Shaman/7] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Mage/6, Shaman/7, Shaman/7] = 32 - [Traitor/1, Traitor/1, Peasant/2, Shaman/7, Shaman/7, Shaman/7, Shaman/7] = 32
[Hero/3, Hero/3, Hero/3, Hero/3, Mage/6, Thief/0, Queen/3] = 21 - [Traitor/0, Mage/6, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Mage/9, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 16 - [Traitor/1, Mage/3, Scribe/2, Shaman/10] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/0, Queen/3, Queen/3] = 18 - [Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Scribe/1] = 17 - [Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Thief/-1] = 15 - [Hero/3, Hero/3, Hero/3, Peasant/0, Peasant/0, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Thief/0, Queen/3] = 19 - [Hero/0, Hero/0, Hero/0, Shaman/8, Shaman/8, Queen/3] = 19
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Scribe/1, Scribe/1] = 16 - [Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Peasant/2, Scribe/1] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Scribe/1, Scribe/1] = 16 - [Traitor/1, Mage/5, Mage/5, Peasant/2, Peasant/2, Peasant/2, Thief/-1] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2, Scribe/1, Thief/-1] = 14 - [Hero/0, Hero/3, Traitor/1, Scribe/1, Queen/3, Queen/3, Queen/3] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Peasant/2] = 14 - [Hero/0, Traitor/1, Traitor/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Potter/0, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Peasant/2, Scribe/2, Scribe/2] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Potter/0, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2, Scribe/2] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/0, Shaman/6, Shaman/6, Queen/3] = 27 - [Hero/3, Hero/3, Hero/3, Scribe/2, Shaman/8, Shaman/8] = 27
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2, Peasant/2] = 17 - [Hero/3, Hero/3, Hero/3, Potter/0, Peasant/2, Queen/3, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2, Scribe/2, Scribe/2] = 19 - [Hero/0, Traitor/1, Traitor/1, Potter/1, Shaman/8, Shaman/8] = 19
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2, Thief/-1] = 14 - [Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Peasant/2, Queen/3] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Peasant/2] = 15 - [Hero/3, Hero/3, Hero/3, Peasant/0, Peasant/0, Peasant/0, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Peasant/2] = 16 - [Traitor/1, Mage/5, Mage/5, Potter/1, Potter/1, Potter/1, Peasant/2] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Scribe/1] = 15 - [Hero/3, Hero/3, Captain/0, Peasant/0, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Scribe/1] = 15 - [Hero/3, Hero/3, Hero/3, Peasant/0, Peasant/0, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Scribe/2, Thief/-1] = 15 - [Hero/3, Hero/3, Hero/3, Scribe/0, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Scribe/2, Thief/-1] = 15 - [Traitor/1, Mage/4, Mage/4, Scribe/2, Scribe/2, Scribe/2] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1] = 14 - [Captain/2, Captain/2, Traitor/1, Potter/1, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1] = 14 - [Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1] = 14
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Scribe/2, Shaman/6, Shaman/6] = 27 - [Hero/3, Hero/3, Hero/3, Scribe/2, Shaman/8, Shaman/8] = 27
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Scribe/2] = 15 - [Hero/0, Hero/3, Traitor/1, Potter/1, Potter/1, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Scribe/2] = 15 - [Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Potter/1, Potter/1, Scribe/2] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Thief/-1] = 12 - [Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Potter/0, Potter/0, Queen/3] = 12
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Thief/-1] = 12 - [Hero/3, Hero/3, Hero/3, Thief/0, Thief/0, Thief/0, Thief/0, Queen/3] = 12
[Hero/3, Hero/3, Hero/3, Hero/3, Potter/1] = 13 - [Captain/2, Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Peasant/2, Peasant/2] = 13
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/0, Queen/3, Queen/3] = 18 - [Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/0, Queen/3, Queen/3] = 18 - [Hero/3, Mage/5, Mage/5, Peasant/2, Scribe/1, Scribe/1, Scribe/1] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/0, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Potter/1, Potter/1, Scribe/2] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/0, Scribe/0, Queen/3] = 15 - [Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Peasant/2, Scribe/1] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1, Scribe/1] = 15 - [Captain/2, Captain/2, Captain/2, Scribe/0, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1, Scribe/1] = 15 - [Captain/2, Traitor/1, Mage/6, Peasant/2, Peasant/2, Scribe/1, Scribe/1] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1, Scribe/1] = 15 - [Hero/3, Hero/3, Captain/0, Peasant/0, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1, Scribe/1] = 15 - [Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Scribe/0, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1, Thief/0, Queen/3] = 16 - [Hero/3, Hero/3, Hero/3, Peasant/2, Peasant/2, Thief/0, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1] = 13 - [Hero/0, Traitor/1, Traitor/1, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Scribe/1] = 13
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/1] = 13 - [Hero/3, Hero/3, Hero/3, Scribe/1, Thief/0, Thief/0, Thief/0, Thief/0, Queen/3] = 13
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2, Thief/0, Queen/3] = 19 - [Hero/0, Hero/0, Hero/0, Shaman/8, Shaman/8, Queen/3] = 19
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2] = 16 - [Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Scribe/2, Scribe/2, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2] = 16 - [Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2, Thief/0, Thief/0, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Hero/3, Shaman/7, Shaman/7, Shaman/7] = 33 - [Captain/2, Captain/2, Mage/6, Peasant/2, Shaman/7, Shaman/7, Shaman/7] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Shaman/8, Shaman/8] = 28 - [Captain/2, Captain/2, Captain/2, Peasant/2, Peasant/2, Shaman/6, Shaman/6, Shaman/6] = 28
[Hero/3, Hero/3, Hero/3, Hero/3, Shaman/8, Shaman/8] = 28 - [Captain/2, Captain/2, Captain/2, Scribe/2, Scribe/2, Shaman/6, Shaman/6, Shaman/6] = 28
[Hero/3, Hero/3, Hero/3, Hero/3, Shaman/8, Shaman/8] = 28 - [Hero/0, Traitor/1, Traitor/1, Peasant/2, Shaman/6, Shaman/6, Shaman/6, Shaman/6] = 28
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 5 - [Captain/2, Captain/2, Traitor/1] = 5
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 6 - [Captain/2, Captain/2, Traitor/1, Potter/1] = 6
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 7 - [Captain/2, Captain/2, Traitor/1, Potter/1, Potter/1] = 7
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 7 - [Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 7
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 8 - [Captain/2, Captain/2, Traitor/1, Peasant/2, Peasant/2, Thief/-1] = 8
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 8 - [Captain/2, Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1] = 8
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 8 - [Hero/0, Traitor/1, Traitor/1, Peasant/2, Peasant/2, Peasant/2] = 8
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 8 - [Hero/0, Traitor/1, Traitor/1, Peasant/2, Scribe/2, Scribe/2] = 8
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 8 - [Hero/3, Hero/3, Mage/5, Thief/-1, Thief/-1, Thief/-1] = 8
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1] = 9 - [Captain/2, Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1] = 9
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1] = 9 - [Hero/0, Traitor/1, Traitor/1, Potter/1, Peasant/2, Peasant/2, Peasant/2] = 9
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 10 - [Captain/2, Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1] = 10
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 10 - [Hero/0, Traitor/1, Traitor/1, Potter/1, Potter/1, Peasant/2, Peasant/2, Peasant/2] = 10
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 10 - [Hero/0, Traitor/1, Traitor/1, Potter/1, Potter/1, Peasant/2, Scribe/2, Scribe/2] = 10
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 11 - [Captain/2, Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1] = 11
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 11 - [Captain/2, Captain/2, Traitor/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1] = 11
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/-1] = 11 - [Hero/0, Traitor/1, Traitor/1, Potter/1, Potter/1, Potter/1, Peasant/2, Peasant/2, Peasant/2] = 11
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/0, Queen/3, Queen/3] = 18 - [Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Thief/0, Thief/0, Queen/3] = 15 - [Hero/3, Hero/3, Mage/6, Thief/0, Thief/0, Thief/0, Queen/3] = 15
